sample_id	score	global_score	seq_recovery
2190	0.7205	0.8130	0.5068
2191	0.6865	0.7738	0.5616
2192	0.7197	0.7977	0.4795
2193	0.7540	0.8447	0.5068
2194	0.7017	0.7958	0.5068
2195	0.6964	0.7894	0.4795
2196	0.6728	0.7593	0.5205
2197	0.7087	0.7943	0.4932
2198	0.7074	0.7999	0.5068
2199	0.7449	0.8272	0.4795
2200	0.7264	0.8041	0.4658
2201	0.7205	0.8044	0.4932
2202	0.7138	0.7920	0.4932
2203	0.6921	0.7864	0.5205
2204	0.7073	0.7932	0.5205
2205	0.6744	0.7576	0.5205
2206	0.7208	0.8028	0.4658
2207	0.7229	0.8148	0.5068
2208	0.7156	0.8045	0.4795
2209	0.7087	0.7982	0.5205
2210	0.7012	0.7942	0.5342
2211	0.7273	0.8150	0.5068
2212	0.7156	0.8048	0.5342
2213	0.7277	0.8121	0.4658
2214	0.7238	0.8131	0.5342
2215	0.7032	0.7885	0.4932
2216	0.6979	0.7771	0.5205
2217	0.7179	0.8024	0.5068
2218	0.6952	0.7897	0.5205
2219	0.7048	0.7968	0.4932
2220	0.7263	0.8099	0.4521
2221	0.6833	0.7699	0.5068
2222	0.7502	0.8409	0.4795
2223	0.7197	0.8038	0.4932
2224	0.7174	0.8096	0.5205
2225	0.7110	0.7947	0.4795
2226	0.7014	0.7840	0.5342
2227	0.7767	0.8641	0.5342
2228	0.6927	0.7871	0.5342
2229	0.6933	0.7735	0.4932
2230	0.7079	0.7870	0.4932
2231	0.7174	0.8027	0.4932
2232	0.7004	0.7903	0.4932
2233	0.6901	0.7760	0.5616
2234	0.7151	0.7964	0.5205
2235	0.6951	0.7894	0.4795
2236	0.7189	0.8039	0.4932
2237	0.7354	0.8256	0.4795
2238	0.7195	0.8111	0.5616
2239	0.7223	0.8113	0.5205
2240	0.7006	0.7801	0.4795
2241	0.7045	0.7895	0.5205
2242	0.7192	0.7977	0.5342
2243	0.6715	0.7522	0.5068
2244	0.7289	0.8066	0.5342
2245	0.7231	0.8078	0.4658
2246	0.7246	0.8155	0.5342
2247	0.7223	0.8128	0.5205
2248	0.7383	0.8256	0.5342
2249	0.6907	0.7702	0.4932
2250	0.6951	0.7860	0.4932
2251	0.7467	0.8333	0.4521
2252	0.6901	0.7843	0.4795
2253	0.7121	0.8022	0.5753
2254	0.6923	0.7775	0.4795
2255	0.7248	0.8029	0.5205
2256	0.7301	0.8075	0.5342
2257	0.7058	0.7909	0.4932
2258	0.6813	0.7620	0.5342
2259	0.6821	0.7758	0.5068
2260	0.7065	0.7958	0.4932
2261	0.7006	0.7912	0.5068
2262	0.7342	0.8236	0.5753
2263	0.7267	0.8101	0.4795
2264	0.7113	0.8043	0.5342
2265	0.6878	0.7722	0.4932
2266	0.6822	0.7628	0.4795
2267	0.7109	0.7995	0.4795
2268	0.7050	0.7949	0.5616
2269	0.7321	0.8153	0.4795
2270	0.7315	0.8085	0.4932
2271	0.7199	0.8094	0.5068
2272	0.6952	0.7880	0.4932
2273	0.7011	0.7862	0.4932
2274	0.6803	0.7669	0.5205
2275	0.7142	0.7929	0.4932
2276	0.7069	0.7926	0.5068
2277	0.7445	0.8264	0.5205
2278	0.7081	0.8013	0.5479
2279	0.7524	0.8389	0.4658
2280	0.7311	0.8191	0.5068
2281	0.6856	0.7791	0.5068
2282	0.7067	0.7978	0.4932
2283	0.7116	0.7901	0.4932
2284	0.7317	0.8216	0.5205
2285	0.7055	0.7880	0.5068
2286	0.7043	0.7894	0.4932
2287	0.7038	0.7948	0.5068
2288	0.6986	0.7778	0.5068
2289	0.6738	0.7694	0.5205
2290	0.6817	0.7624	0.4932
2291	0.6997	0.7905	0.4932
2292	0.6905	0.7824	0.5342
2293	0.6994	0.7895	0.4795
2294	0.7002	0.7854	0.5342
2295	0.7254	0.8075	0.5479
2296	0.7088	0.8025	0.4932
2297	0.7378	0.8259	0.4521
2298	0.6988	0.7807	0.5068
2299	0.6813	0.7724	0.5205
2300	0.7128	0.8057	0.5205
2301	0.7046	0.7968	0.4795
2302	0.7310	0.8117	0.4932
2303	0.6756	0.7711	0.5068
2304	0.6871	0.7779	0.5479
2305	0.7261	0.8100	0.4932
2306	0.6660	0.7614	0.4932
2307	0.6840	0.7646	0.5068
2308	0.7217	0.7999	0.4932
2309	0.6801	0.7660	0.5068
2310	0.6981	0.7819	0.5205
2311	0.7207	0.8139	0.5205
2312	0.7028	0.7957	0.5342
2313	0.6810	0.7740	0.5068
2314	0.7223	0.7999	0.4932
2315	0.6449	0.7385	0.5068
2316	0.7164	0.8085	0.5479
2317	0.6653	0.7578	0.5342
2318	0.7214	0.8140	0.5068
2319	0.7126	0.8051	0.4795
2320	0.7500	0.8317	0.5479
2321	0.7001	0.7931	0.5068
2322	0.7154	0.7966	0.5068
2323	0.6610	0.7550	0.5068
2324	0.7269	0.8194	0.5342
2325	0.7074	0.7989	0.5479
2326	0.6911	0.7764	0.4932
2327	0.6960	0.7789	0.4932
2328	0.6878	0.7787	0.5342
2329	0.6853	0.7757	0.4932
2330	0.6964	0.7882	0.5205
2331	0.6994	0.7838	0.4795
2332	0.7029	0.7845	0.4932
2333	0.6786	0.7624	0.5479
2334	0.6965	0.7789	0.5342
2335	0.6870	0.7707	0.4795
2336	0.7183	0.7967	0.5479
2337	0.6989	0.7806	0.4795
2338	0.7458	0.8331	0.5342
2339	0.7164	0.8087	0.5616
2340	0.6965	0.7909	0.5205
2341	0.7364	0.8247	0.4932
2342	0.7084	0.8020	0.4932
2343	0.7238	0.8041	0.4932
2344	0.6958	0.7903	0.5205
2345	0.6999	0.7823	0.5205
2346	0.7228	0.8078	0.4658
2347	0.7301	0.8190	0.5068
2348	0.6701	0.7649	0.5479
2349	0.7011	0.7859	0.4795
2350	0.6836	0.7700	0.5205
2351	0.7170	0.8054	0.5342
2352	0.6920	0.7822	0.5479
2353	0.6939	0.7838	0.5205
2354	0.7116	0.8008	0.5205
2355	0.6673	0.7519	0.4795
2356	0.7218	0.8098	0.5068
2357	0.6883	0.7825	0.5342
2358	0.7178	0.7991	0.5068
2359	0.7000	0.7855	0.4521
2360	0.7173	0.8094	0.4658
2361	0.7152	0.8050	0.4932
2362	0.6554	0.7409	0.5068
2363	0.6832	0.7751	0.5342
2364	0.7044	0.7971	0.5205
2365	0.6986	0.7930	0.5479
2366	0.7063	0.7875	0.5068
2367	0.6887	0.7792	0.5479
2368	0.6908	0.7706	0.5068
2369	0.6870	0.7738	0.5205
2370	0.6964	0.7757	0.5068
2371	0.6893	0.7753	0.5068
2372	0.6830	0.7638	0.4795
2373	0.7155	0.7937	0.4932
2374	0.7587	0.8474	0.4932
2375	0.7084	0.8020	0.4932
2376	0.6847	0.7800	0.5068
2377	0.7044	0.7902	0.5068
2378	0.6882	0.7784	0.5342
2379	0.7221	0.8050	0.5068
2380	0.6932	0.7798	0.4795
2381	0.7318	0.8115	0.4521
2382	0.6696	0.7640	0.4795
2383	0.7202	0.8089	0.5342
2384	0.6964	0.7867	0.5342
2385	0.6668	0.7599	0.5068
2386	0.7047	0.7949	0.4795
2387	0.7130	0.7917	0.4795
2388	0.7366	0.8138	0.5068
2389	0.7634	0.8524	0.5068
2390	0.7392	0.8293	0.4932
2391	0.7374	0.8214	0.5342
2392	0.7105	0.7956	0.5616
2393	0.7315	0.8119	0.4795
2394	0.7221	0.8106	0.4932
2395	0.7433	0.8330	0.5068
2396	0.7186	0.8036	0.4932
2397	0.7091	0.7931	0.4795
2398	0.7135	0.8042	0.5205
2399	0.7089	0.8027	0.4795
2400	0.7157	0.8041	0.5068
2401	0.6803	0.7664	0.5205
2402	0.6854	0.7721	0.5205
2403	0.6880	0.7716	0.4795
2404	0.7155	0.8061	0.4932
2405	0.6860	0.7768	0.5205
2406	0.7090	0.7930	0.4658
2407	0.7041	0.7944	0.5205
2408	0.6948	0.7750	0.5068
2409	0.7539	0.8298	0.5479
2410	0.6652	0.7573	0.5205
2411	0.7366	0.8249	0.4932
2412	0.7242	0.8129	0.5479
2413	0.6927	0.7756	0.4932
2414	0.6790	0.7602	0.5068
2415	0.7495	0.8363	0.5068
2416	0.7394	0.8298	0.5205
2417	0.6825	0.7669	0.5479
2418	0.6996	0.7810	0.5479
2419	0.6615	0.7489	0.5479
2420	0.6844	0.7703	0.5068
2421	0.7063	0.7958	0.5342
2422	0.6888	0.7717	0.5068
2423	0.7094	0.7992	0.5342
2424	0.7304	0.8228	0.5068
2425	0.7134	0.7921	0.4795
2426	0.7130	0.7948	0.5205
2427	0.6886	0.7808	0.5068
2428	0.7223	0.8004	0.4795
2429	0.7087	0.8023	0.5342
2430	0.7077	0.7980	0.4932
2431	0.6902	0.7704	0.4932
2432	0.6975	0.7805	0.5205
2433	0.7116	0.7905	0.4795
2434	0.6743	0.7619	0.5068
2435	0.6980	0.7825	0.4658
2436	0.7080	0.7928	0.4795
2437	0.7114	0.7920	0.4932
2438	0.7051	0.7912	0.5342
2439	0.6810	0.7721	0.4932
2440	0.6888	0.7748	0.5205
2441	0.7055	0.7995	0.5068
2442	0.7009	0.7860	0.5068
2443	0.7164	0.8053	0.5205
2444	0.6843	0.7713	0.4795
2445	0.6878	0.7801	0.5342
2446	0.7041	0.7871	0.4932
2447	0.6896	0.7749	0.4658
2448	0.7247	0.8056	0.4932
2449	0.6756	0.7594	0.5068
2450	0.7067	0.7927	0.4932
2451	0.7046	0.7870	0.4658
2452	0.7123	0.7970	0.4932
2453	0.7137	0.7925	0.5205
2454	0.6895	0.7840	0.5068
2455	0.7000	0.7899	0.4795
2456	0.7369	0.8255	0.5342
2457	0.6862	0.7796	0.5342
2458	0.7169	0.7995	0.5342
2459	0.7164	0.8012	0.4658
2460	0.7167	0.8098	0.5068
2461	0.6743	0.7586	0.5342
2462	0.7463	0.8224	0.5068
2463	0.7241	0.8059	0.5068
2464	0.7458	0.8276	0.5068
2465	0.6865	0.7720	0.5068
2466	0.7418	0.8292	0.5205
2467	0.6776	0.7685	0.4658
2468	0.7005	0.7906	0.4932
2469	0.7267	0.8149	0.4658
2470	0.6888	0.7839	0.5616
2471	0.6884	0.7835	0.5068
2472	0.7018	0.7872	0.4795
2473	0.7222	0.8125	0.5479
2474	0.7392	0.8158	0.5479
2475	0.6934	0.7858	0.5342
2476	0.6764	0.7715	0.5205
2477	0.7190	0.7969	0.4932
2478	0.7023	0.7879	0.5342
2479	0.7103	0.8034	0.4932
2480	0.7033	0.7968	0.4658
2481	0.6928	0.7854	0.5068
2482	0.6893	0.7696	0.4932
2483	0.6881	0.7750	0.4932
2484	0.6971	0.7869	0.5342
2485	0.7201	0.8095	0.4932
2486	0.7122	0.7943	0.4658
2487	0.7272	0.8198	0.5479
2488	0.7085	0.7873	0.5068
2489	0.7106	0.7956	0.5068
2490	0.6712	0.7558	0.5205
2491	0.6764	0.7677	0.5068
2492	0.6940	0.7842	0.5342
2493	0.6889	0.7748	0.5205
2494	0.6873	0.7780	0.5068
2495	0.7134	0.7914	0.5616
2496	0.7314	0.8202	0.4795
2497	0.7075	0.8010	0.5068
2498	0.6882	0.7704	0.5205
2499	0.7046	0.7905	0.4932
2500	0.6858	0.7657	0.5068
2501	0.7075	0.7977	0.4521
2502	0.7325	0.8224	0.5205
2503	0.7317	0.8200	0.4795
2504	0.6948	0.7881	0.5205
2505	0.6936	0.7842	0.5205
2506	0.7501	0.8373	0.5205
2507	0.7212	0.8098	0.5205
2508	0.7011	0.7858	0.4932
2509	0.6920	0.7826	0.4795
2510	0.6909	0.7812	0.5342
2511	0.6985	0.7777	0.4932
2512	0.6750	0.7626	0.4932
2513	0.6997	0.7861	0.4658
2514	0.6673	0.7550	0.5068
2515	0.7016	0.7918	0.5342
2516	0.6875	0.7791	0.4932
2517	0.6887	0.7837	0.4795
2518	0.7169	0.7996	0.4795
2519	0.7182	0.8073	0.4932
2520	0.7115	0.8007	0.5205
2521	0.7104	0.7934	0.4795
2522	0.7048	0.7971	0.5068
2523	0.7500	0.8378	0.4795
2524	0.7213	0.7992	0.4795
2525	0.7307	0.8205	0.5342
2526	0.6821	0.7732	0.4932
2527	0.7080	0.7928	0.5616
2528	0.6764	0.7697	0.4932
2529	0.7181	0.8068	0.5342
2530	0.7212	0.8114	0.4932
2531	0.7125	0.8033	0.5068
2532	0.6965	0.7880	0.5068
2533	0.7070	0.7914	0.5068
2534	0.6570	0.7435	0.4932
2535	0.6976	0.7894	0.5205
2536	0.7364	0.8284	0.5479
2537	0.7231	0.8132	0.5342
2538	0.7206	0.8018	0.5479
2539	0.7052	0.7902	0.4932
2540	0.6857	0.7681	0.4932
2541	0.6827	0.7653	0.5068
2542	0.7085	0.7876	0.4932
2543	0.6933	0.7797	0.5205
2544	0.7022	0.7818	0.5205
2545	0.7253	0.8028	0.5342
2546	0.7481	0.8390	0.5342
2547	0.7251	0.8072	0.4795
2548	0.6982	0.7820	0.5068
2549	0.7262	0.8161	0.5479
2550	0.7039	0.7859	0.5068
2551	0.7097	0.8029	0.4932
2552	0.6830	0.7747	0.5479
2553	0.7195	0.8098	0.5205
2554	0.7393	0.8225	0.5205
2555	0.7206	0.8126	0.5342
2556	0.7548	0.8375	0.4932
2557	0.7315	0.8201	0.5342
2558	0.7000	0.7916	0.5205
2559	0.7134	0.7985	0.5205
2560	0.7096	0.8032	0.5479
2561	0.7400	0.8172	0.5068
2562	0.7083	0.8007	0.5068
2563	0.6988	0.7785	0.5616
2564	0.7425	0.8336	0.4795
2565	0.7188	0.7991	0.4932
2566	0.6884	0.7829	0.5205
2567	0.6805	0.7672	0.4521
2568	0.7293	0.8211	0.5205
2569	0.7237	0.8146	0.4658
2570	0.7133	0.8023	0.5068
2571	0.6994	0.7792	0.5205
2572	0.7271	0.8081	0.5068
2573	0.6790	0.7735	0.5068
2574	0.7079	0.7911	0.5205
2575	0.6707	0.7550	0.4795
2576	0.6954	0.7753	0.5205
2577	0.7297	0.8074	0.5068
2578	0.7017	0.7953	0.4795
2579	0.6980	0.7903	0.5205
2580	0.7512	0.8410	0.5068
2581	0.7280	0.8168	0.5205
2582	0.7276	0.8120	0.4932
2583	0.7002	0.7849	0.5068
2584	0.7218	0.8058	0.5205
2585	0.7066	0.7877	0.4932
2586	0.6774	0.7709	0.5479
2587	0.7098	0.8031	0.5205
2588	0.7089	0.7947	0.5068
2589	0.6728	0.7648	0.4932
2590	0.7027	0.7945	0.4795
2591	0.6847	0.7683	0.5068
2592	0.7114	0.8029	0.4795
2593	0.7167	0.8009	0.4521
2594	0.7103	0.7922	0.4932
2595	0.6901	0.7734	0.4932
2596	0.7228	0.8038	0.5342
2597	0.6869	0.7813	0.4795
2598	0.7087	0.8007	0.4932
2599	0.7031	0.7819	0.4521
2600	0.6837	0.7751	0.5342
2601	0.6896	0.7828	0.4795
2602	0.6784	0.7626	0.5205
2603	0.6950	0.7893	0.4658
2604	0.6817	0.7666	0.5479
2605	0.7035	0.7830	0.5068
2606	0.7307	0.8124	0.4658
2607	0.7011	0.7930	0.5205
2608	0.7292	0.8197	0.4658
2609	0.7004	0.7800	0.4658
2610	0.7172	0.8104	0.5068
2611	0.7132	0.7920	0.4932
2612	0.7113	0.7933	0.5205
2613	0.6928	0.7876	0.4658
2614	0.7111	0.7961	0.4932
2615	0.7150	0.7988	0.5205
2616	0.7032	0.7825	0.4795
2617	0.7122	0.8013	0.4932
2618	0.6975	0.7871	0.5616
2619	0.6915	0.7776	0.5342
2620	0.6886	0.7684	0.5205
2621	0.7079	0.7890	0.4795
2622	0.7070	0.7892	0.4932
2623	0.6959	0.7865	0.5342
2624	0.7044	0.7856	0.5342
2625	0.7457	0.8276	0.5479
2626	0.7165	0.7946	0.5342
2627	0.7277	0.8158	0.4795
2628	0.7158	0.8045	0.5342
2629	0.6979	0.7909	0.5068
2630	0.7251	0.8027	0.4795
2631	0.7250	0.8132	0.4521
2632	0.7032	0.7945	0.4932
2633	0.6783	0.7713	0.5342
2634	0.6949	0.7769	0.5205
2635	0.6784	0.7589	0.4795
2636	0.6899	0.7806	0.4932
2637	0.7395	0.8166	0.5068
2638	0.7196	0.7977	0.4932
2639	0.7221	0.8113	0.5616
2640	0.7010	0.7932	0.5205
2641	0.6973	0.7836	0.5068
2642	0.7158	0.8068	0.5479
2643	0.7205	0.8052	0.5205
2644	0.6885	0.7814	0.5479
2645	0.7127	0.8034	0.5068
2646	0.7002	0.7853	0.5342
2647	0.7256	0.8087	0.4932
2648	0.6872	0.7713	0.5068
2649	0.7279	0.8077	0.5205
2650	0.7285	0.8062	0.4658
2651	0.7298	0.8191	0.5342
2652	0.7237	0.8071	0.5205
2653	0.6825	0.7740	0.5479
2654	0.6973	0.7840	0.4658
2655	0.7256	0.8164	0.5068
2656	0.7003	0.7927	0.4795
2657	0.6855	0.7807	0.4932
2658	0.6980	0.7880	0.4932
2659	0.7154	0.8047	0.5068
2660	0.6988	0.7891	0.5205
2661	0.7082	0.7899	0.4795
2662	0.6963	0.7756	0.5205
2663	0.7544	0.8412	0.4932
2664	0.7013	0.7937	0.5616
2665	0.6860	0.7805	0.5205
2666	0.7349	0.8242	0.5068
2667	0.6987	0.7911	0.5205
2668	0.6863	0.7665	0.4932
2669	0.6932	0.7830	0.4658
2670	0.6601	0.7524	0.4932
2671	0.7025	0.7848	0.5479
2672	0.6816	0.7732	0.4932
2673	0.6917	0.7848	0.4932
2674	0.7409	0.8177	0.4932
2675	0.7040	0.7852	0.5205
2676	0.7057	0.7842	0.5479
2677	0.7305	0.8198	0.4932
2678	0.7449	0.8350	0.5342
2679	0.7220	0.8141	0.5342
2680	0.7637	0.8529	0.4658
2681	0.7097	0.7890	0.5068
2682	0.6772	0.7688	0.5479
2683	0.7278	0.8122	0.5342
2684	0.6997	0.7812	0.4932
2685	0.7144	0.7998	0.5205
2686	0.7278	0.8180	0.4795
2687	0.7219	0.8149	0.4795
2688	0.7157	0.7969	0.4932
2689	0.7071	0.7995	0.5205
2690	0.7020	0.7883	0.4521
2691	0.6825	0.7740	0.4932
2692	0.7078	0.7986	0.4795
2693	0.7012	0.7829	0.5342
2694	0.7149	0.8040	0.4658
2695	0.7129	0.7911	0.5068
2696	0.6942	0.7739	0.5342
2697	0.6878	0.7817	0.5205
2698	0.6850	0.7677	0.5205
2699	0.7347	0.8171	0.4521
2700	0.7085	0.7982	0.4795
2701	0.7228	0.8007	0.4795
2702	0.6995	0.7792	0.5068
2703	0.7118	0.7967	0.4932
2704	0.6589	0.7528	0.5342
2705	0.6850	0.7684	0.4521
2706	0.7018	0.7849	0.4932
2707	0.6982	0.7903	0.5068
2708	0.6660	0.7613	0.5342
2709	0.6930	0.7773	0.4521
2710	0.6996	0.7812	0.4932
2711	0.7047	0.7989	0.5205
2712	0.6848	0.7762	0.4795
2713	0.7230	0.8059	0.5068
2714	0.7012	0.7939	0.5068
2715	0.6920	0.7833	0.5616
2716	0.7322	0.8149	0.4932
2717	0.6818	0.7645	0.4932
2718	0.7052	0.7942	0.5068
2719	0.7048	0.7841	0.4932
2720	0.7157	0.7939	0.5342
2721	0.6923	0.7853	0.5068
2722	0.6971	0.7824	0.4795
2723	0.7028	0.7924	0.4932
2724	0.6865	0.7814	0.5342
2725	0.6942	0.7865	0.4795
2726	0.7395	0.8289	0.4932
2727	0.7449	0.8321	0.4658
2728	0.7539	0.8296	0.4932
2729	0.6926	0.7833	0.5068
2730	0.7014	0.7838	0.5342
2731	0.7023	0.7925	0.5068
2732	0.6902	0.7706	0.5205
2733	0.6839	0.7754	0.4795
2734	0.7217	0.8028	0.5205
2735	0.7419	0.8300	0.4932
2736	0.7195	0.8082	0.4795
2737	0.7264	0.8043	0.4795
2738	0.7182	0.8088	0.5068
2739	0.6941	0.7851	0.5068
2740	0.6942	0.7859	0.5068
2741	0.6896	0.7807	0.4932
2742	0.7098	0.7907	0.5205
2743	0.7217	0.8123	0.5068
2744	0.7047	0.7893	0.5342
2745	0.6735	0.7680	0.5068
2746	0.7017	0.7956	0.5068
2747	0.6949	0.7776	0.4932
2748	0.6944	0.7884	0.4932
2749	0.6931	0.7836	0.4795
2750	0.7247	0.8156	0.4932
2751	0.7273	0.8183	0.5068
2752	0.7009	0.7928	0.4932
2753	0.7141	0.8074	0.5068
2754	0.6644	0.7462	0.4521
2755	0.7174	0.8017	0.4932
2756	0.7503	0.8412	0.5205
2757	0.7206	0.8091	0.5205
2758	0.7058	0.7953	0.4795
2759	0.7488	0.8381	0.5205
2760	0.7121	0.8044	0.4932
2761	0.7246	0.8136	0.5616
2762	0.7337	0.8104	0.5342
2763	0.6930	0.7862	0.5205
2764	0.7245	0.8130	0.5068
2765	0.7116	0.7907	0.4932
2766	0.7305	0.8221	0.5342
2767	0.7217	0.8019	0.5068
2768	0.6979	0.7886	0.5068
2769	0.7127	0.7979	0.4658
2770	0.7255	0.8054	0.5068
2771	0.7189	0.8032	0.5068
2772	0.7538	0.8360	0.4521
2773	0.7752	0.8602	0.4932
2774	0.6847	0.7796	0.5205
2775	0.6833	0.7780	0.5068
2776	0.7068	0.7878	0.5342
2777	0.7213	0.7995	0.5205
2778	0.7380	0.8287	0.5479
2779	0.6782	0.7704	0.4932
2780	0.6892	0.7689	0.5205
2781	0.7113	0.8010	0.5479
2782	0.7458	0.8352	0.4795
2783	0.7230	0.8080	0.5205
2784	0.6938	0.7850	0.5342
2785	0.6813	0.7733	0.5205
2786	0.7008	0.7860	0.5205
2787	0.7054	0.7955	0.4932
2788	0.7124	0.7941	0.5342
2789	0.7002	0.7922	0.4521
2790	0.7019	0.7872	0.5205
2791	0.6782	0.7660	0.5068
2792	0.7045	0.7971	0.5068
2793	0.7024	0.7947	0.4932
2794	0.7109	0.7891	0.5342
2795	0.7109	0.8001	0.5479
2796	0.6861	0.7775	0.5068
2797	0.6860	0.7718	0.4932
2798	0.6819	0.7691	0.5342
2799	0.7079	0.7996	0.5479
2800	0.7238	0.8146	0.4932
2801	0.7071	0.7916	0.4795
2802	0.7212	0.7987	0.4932
2803	0.7155	0.8078	0.5342
2804	0.6817	0.7622	0.5479
2805	0.7139	0.7929	0.4932
2806	0.7182	0.8075	0.5205
2807	0.6947	0.7851	0.4932
2808	0.7037	0.7970	0.4932
2809	0.7077	0.7869	0.4658
2810	0.7398	0.8306	0.4795
2811	0.7153	0.7969	0.4795
2812	0.6716	0.7677	0.5068
2813	0.6983	0.7817	0.5205
2814	0.7077	0.7869	0.5068
2815	0.7013	0.7874	0.4932
2816	0.7591	0.8453	0.5068
2817	0.6891	0.7794	0.4932
2818	0.7387	0.8290	0.5342
2819	0.7074	0.7866	0.5342
2820	0.7289	0.8176	0.5342
2821	0.6939	0.7849	0.5205
2822	0.7075	0.7866	0.5205
2823	0.6825	0.7734	0.4795
2824	0.7612	0.8478	0.4795
2825	0.6963	0.7821	0.5342
2826	0.7058	0.7889	0.5068
2827	0.6712	0.7637	0.5068
2828	0.6893	0.7724	0.4932
2829	0.7003	0.7798	0.4932
2830	0.7286	0.8123	0.5205
2831	0.6996	0.7921	0.5342
2832	0.7077	0.8012	0.5205
2833	0.6934	0.7735	0.5342
2834	0.7071	0.7919	0.4521
2835	0.7289	0.8176	0.4658
2836	0.7325	0.8093	0.5068
2837	0.6783	0.7634	0.5068
2838	0.7259	0.8059	0.5205
2839	0.7242	0.8052	0.5068
2840	0.7185	0.7969	0.5068
2841	0.7316	0.8196	0.5342
2842	0.6973	0.7835	0.4658
2843	0.7191	0.8026	0.5205
2844	0.6873	0.7697	0.5479
2845	0.7031	0.7942	0.4932
2846	0.7097	0.7915	0.5342
2847	0.7371	0.8265	0.5205
2848	0.6895	0.7843	0.5205
2849	0.7022	0.7962	0.5205
2850	0.6822	0.7761	0.5479
2851	0.6831	0.7677	0.5205
2852	0.7475	0.8383	0.5205
2853	0.6594	0.7545	0.5068
2854	0.7278	0.8082	0.5068
2855	0.7259	0.8172	0.4795
2856	0.6987	0.7806	0.5205
2857	0.7074	0.7968	0.5068
2858	0.7023	0.7937	0.5616
2859	0.6999	0.7853	0.5205
2860	0.6590	0.7407	0.4932
2861	0.7056	0.7955	0.4932
2862	0.6815	0.7752	0.5205
2863	0.7446	0.8359	0.4932
2864	0.7210	0.8054	0.5205
2865	0.7120	0.7928	0.4658
2866	0.7020	0.7872	0.5205
2867	0.7348	0.8122	0.4795
2868	0.7208	0.8123	0.4795
2869	0.7123	0.8058	0.5068
2870	0.7180	0.8020	0.5068
2871	0.6830	0.7637	0.5342
2872	0.6915	0.7755	0.5068
2873	0.7042	0.7829	0.5068
2874	0.7002	0.7819	0.4795
2875	0.6982	0.7810	0.5068
2876	0.7126	0.8024	0.4932
2877	0.7126	0.8048	0.4521
2878	0.6776	0.7590	0.4795
2879	0.6765	0.7615	0.5479
2880	0.6983	0.7904	0.4932
2881	0.7311	0.8106	0.5205
2882	0.7457	0.8353	0.5342
2883	0.7255	0.8129	0.5205
2884	0.7139	0.8063	0.5342
2885	0.6780	0.7656	0.4795
2886	0.6862	0.7800	0.4658
2887	0.7154	0.8043	0.4658
2888	0.7079	0.8014	0.4658
2889	0.7104	0.7930	0.5342
2890	0.6957	0.7813	0.5205
2891	0.7209	0.8135	0.5205
2892	0.7129	0.8029	0.5068
2893	0.7343	0.8144	0.5479
2894	0.6708	0.7551	0.5068
2895	0.7152	0.8041	0.5205
2896	0.7082	0.7893	0.5068
2897	0.6928	0.7832	0.5068
2898	0.7239	0.8152	0.5753
2899	0.6819	0.7655	0.5205
2900	0.7135	0.7924	0.5479
2901	0.7054	0.7841	0.4932
2902	0.6746	0.7615	0.5205
2903	0.7085	0.7932	0.4932
2904	0.7180	0.8112	0.4932
2905	0.6901	0.7836	0.5205
2906	0.7383	0.8264	0.5616
2907	0.7092	0.7911	0.5342
2908	0.7124	0.7938	0.5205
2909	0.7201	0.8090	0.5342
2910	0.7186	0.8074	0.5068
2911	0.6596	0.7534	0.5205
2912	0.6917	0.7849	0.5205
2913	0.7038	0.7849	0.4658
2914	0.6925	0.7756	0.5479
2915	0.7271	0.8080	0.5205
2916	0.7031	0.7856	0.5068
2917	0.7164	0.8056	0.5479
2918	0.6745	0.7618	0.5068
2919	0.7028	0.7930	0.4795
2920	0.6899	0.7809	0.5479
2921	0.7110	0.8008	0.4795
2922	0.7179	0.8005	0.5068
2923	0.7290	0.8176	0.4795
2924	0.7091	0.7907	0.4932
2925	0.7228	0.8119	0.5205
2926	0.7024	0.7952	0.5342
2927	0.7135	0.8056	0.4932
2928	0.7034	0.7846	0.4932
2929	0.7343	0.8154	0.5068
2930	0.7213	0.8117	0.5068
2931	0.6785	0.7594	0.5205
2932	0.7017	0.7849	0.5205
2933	0.7166	0.7969	0.5342
2934	0.6819	0.7728	0.5068
2935	0.7059	0.7952	0.5205
2936	0.6970	0.7901	0.4932
2937	0.7009	0.7912	0.5342
2938	0.7039	0.7883	0.5205
2939	0.6816	0.7771	0.5479
2940	0.7187	0.8091	0.5068
2941	0.7026	0.7968	0.4932
2942	0.6813	0.7731	0.5205
2943	0.7208	0.8134	0.5205
2944	0.6930	0.7840	0.5068
2945	0.7491	0.8402	0.5342
2946	0.7160	0.8090	0.5068
2947	0.6760	0.7623	0.5068
2948	0.7060	0.7918	0.5068
2949	0.6966	0.7897	0.5068
2950	0.7163	0.7978	0.5753
2951	0.7181	0.8085	0.5068
2952	0.7070	0.7856	0.5342
2953	0.7182	0.8007	0.5068
2954	0.7251	0.8174	0.4795
2955	0.7012	0.7836	0.4932
2956	0.7253	0.8138	0.5616
2957	0.6770	0.7638	0.5205
2958	0.7124	0.8034	0.4658
2959	0.7252	0.8031	0.4932
2960	0.6857	0.7765	0.5068
2961	0.6918	0.7831	0.5342
2962	0.7285	0.8171	0.5479
2963	0.7293	0.8214	0.4932
2964	0.7232	0.8033	0.4932
2965	0.6569	0.7538	0.4932
